D1,D2,D3,D4,D5,PowerBall,Prob,NLL,Offset,jProb,jNLL,BoundedP,BoundedNLL,Winners,Jackpot,NLLbeta,Date,is_jackpot,inter_arrival,pD1,pD2,pD3,pD4,pD5,pPowerBall,running_burstiness
1.0,8.0,19.0,36.0,42.0,20.0,2.514907809362923e-09,19.801029690383498,207,8.552635816536722e-08,16.27444122587715,2.1831902732411084e-08,17.63989350882645,367220,No,19.985891065152842,2006-11-18,0,0,0.03503659365835229,0.024915547327391128,0.03126973455135444,0.04463171356316032,0.05678684677114263,0.036350823285534316,0.11750962292144587
11.0,28.0,30.0,34.0,43.0,29.0,4.574172015123703e-09,19.20284013489867,208,3.2869807258025106e-08,17.230711313053064,4.239587572920907e-08,16.976214749977107,309426,No,20.873560124095842,2006-11-15,0,0,0.06270280909279832,0.02434680691565911,0.03978823906656737,0.044197682939665674,0.05860728797724612,0.029072182575946685,0.11750962292144587
35.0,38.0,40.0,49.0,55.0,41.0,7.95515282704791e-15,32.4649565218601,209,6.109670607586755e-10,21.21597806858877,2.3620559334845048e-07,15.258563252902773,313586,No,24.652723607050515,2006-11-11,0,0,5.7594117762647254e-05,0.003741641237076566,0.014943678606317458,0.01449129665005113,0.0189606037374947,0.008990654870663521,0.11750962292144587
8.0,11.0,12.0,26.0,53.0,4.0,2.840558108298164e-10,21.981850380067883,210,4.1582489194859885e-08,16.995586691112152,5.6239426987726306e-08,16.693647778192098,315693,No,20.647899671262177,2006-11-08,0,0,0.06534692674600528,0.03407127067432252,0.01307048245928301,0.02610241078715517,0.02776205106582944,0.013469962670402751,0.11750962292144587
12.0,13.0,34.0,39.0,44.0,5.0,2.6738426210546706e-09,19.73974921525125,211,6.163262237701173e-08,16.60207452254468,3.053971307939561e-08,17.304237932111793,369727,No,20.29580939876654,2006-11-04,0,0,0.059353603650788386,0.03945070251878546,0.030839827258207622,0.04133404460831715,0.059328570157496555,0.01509907302964503,0.11750962292144587
7.0,8.0,13.0,46.0,54.0,35.0,2.3235672947050703e-10,22.18274729817222,212,9.212348799082955e-08,16.200135899154184,6.703131703131703e-08,16.51810590838352,433990,Yes,19.926043793936437,2006-11-01,1,8,0.06358344316457927,0.024915547327391128,0.015320734358926308,0.02255536650851133,0.023165819196422955,0.018321610553858947,0.010452928919559297
14.0,22.0,30.0,38.0,41.0,12.0,5.2591466150180775e-09,19.06329706385006,213,3.348631892433688e-08,17.21212887184773,3.306878306878307e-08,17.224676109275606,469321,No,20.86857143165781,2006-10-28,0,0,0.05000074878242976,0.04128506017208144,0.03978823906656737,0.04292530164894223,0.05396998144939077,0.027639202321973158,0.1692786523482378
16.0,40.0,42.0,43.0,48.0,1.0,1.3654505624569994e-11,25.016951566376704,214,4.502310625923203e-09,19.218675099524617,2.2784233310549102e-07,15.29461196867037,365704,No,22.753225434987,2006-10-25,0,0,0.03879581619039429,0.002216751020417321,0.010713268277533352,0.031459399951008334,0.05135665930901029,0.009172864743249309,0.1692786523482378
9.0,29.0,31.0,45.0,55.0,7.0,4.79385884820307e-10,21.458515237790376,215,1.1725680884732155e-07,15.95889936011358,1.3524027531133323e-08,18.1187979163787,446643,No,19.66008071352973,2006-10-21,0,0,0.06579244640801543,0.02134789187476687,0.03797768915546427,0.025509990880840695,0.0189606037374947,0.01858074879148248,0.1692786523482378
2.0,24.0,34.0,41.0,48.0,24.0,3.0604009314781892e-09,19.604719906206046,216,1.625513410312082e-07,15.632271940269234,1.2910993059876435e-08,18.165186713289685,348376,No,19.343763447981708,2006-10-18,0,0,0.040736578400239365,0.036383044365062026,0.030839827258207622,0.03695015815069055,0.05135665930901029,0.03528334385320754,0.1692786523482378
1.0,15.0,17.0,26.0,40.0,19.0,1.8573984799258446e-09,20.10408899497513,217,3.9737223264358025e-08,17.040977474826647,1.9821448392876962e-08,17.736501233374682,386922,No,20.690581497495728,2006-10-14,0,0,0.03503659365835229,0.04346750716481398,0.02580287052968408,0.02610241078715517,0.05031125712922236,0.03599189079731963,0.1692786523482378
5.0,10.0,12.0,35.0,38.0,9.0,9.426306069430582e-10,20.782346631201115,218,2.266250143946265e-08,17.602554197348063,4.35115566694514e-08,16.950239263573845,341998,No,21.24875268542889,2006-10-11,0,0,0.05659668806715906,0.031079317190150956,0.01307048245928301,0.04468567419267973,0.04125875578758214,0.022238371960124455,0.1692786523482378
3.0,4.0,8.0,31.0,45.0,12.0,2.5593761128125743e-10,22.086087407082687,219,9.968664172981486e-09,18.42381924660523,1.382474208561165e-07,15.794220852369945,375232,No,22.041148955046893,2006-10-07,0,0,0.04639989124151627,0.013797458783233702,0.0061769821699476785,0.03974949974812415,0.05890938979751049,0.027639202321973158,0.1692786523482378
3.0,7.0,27.0,39.0,40.0,8.0,1.8414662184528403e-09,20.11270372479337,220,7.520993748134085e-08,16.402982467363053,3.7103823920093204e-08,17.109545802021977,326129,No,20.120199770143557,2006-10-04,0,0,0.04639989124151627,0.0218970826115374,0.04272629348647472,0.04133404460831715,0.05031125712922236,0.020398218728168716,0.1692786523482378
6.0,15.0,30.0,32.0,39.0,5.0,3.0350792203478204e-09,19.613028310519326,221,5.34679122998374e-08,16.744184133074985,2.8277881538751103e-08,17.381185908951988,373114,Yes,20.417612366352834,2006-09-30,1,9,0.06060837761516858,0.04346750716481398,0.03978823906656737,0.04168513174586848,0.04600303188251695,0.01509907302964503,0.1692786523482378
23.0,28.0,33.0,35.0,49.0,16.0,4.805578953821549e-10,21.45607340490731,222,1.487304152864736e-08,18.023715556122585,5.950298347959166e-08,16.637239383137775,302008,Yes,21.631267350185546,2006-09-27,1,1,0.008352396857733167,0.02434680691565911,0.033435447836141226,0.04468567419267973,0.04720097295423558,0.033509363140926014,0.09121781424684657
13.0,21.0,26.0,45.0,50.0,20.0,4.009287964858191e-09,19.334652176267713,223,8.986557282470065e-08,16.224950918482413,2.1933992019887285e-08,17.635228256432327,1041935,Yes,19.930462211315255,2006-09-23,1,1,0.055039810385107274,0.043167431475716375,0.04276574445442939,0.025509990880840695,0.04255136749241676,0.036350823285534316,0.0
7.0,8.0,17.0,29.0,54.0,26.0,1.1001955011354322e-09,20.627777944628953,224,9.121204506448686e-08,16.210078875511492,2.4495394865765238e-08,17.524780701725945,762609,No,19.913348544246922,2006-09-20,0,0,0.06358344316457927,0.024915547327391128,0.02580287052968408,0.03484592093562456,0.023165819196422955,0.033341701430732854,0.0
7.0,8.0,26.0,27.0,42.0,12.0,3.0937251750897284e-09,19.59388991385716,225,3.892688989194388e-08,17.06158056826768,3.024122822933979e-08,17.314059670410295,740705,No,20.73645033016861,2006-09-16,0,0,0.06358344316457927,0.024915547327391128,0.04276574445442939,0.029093633380955556,0.05678684677114263,0.027639202321973158,0.0
15.0,19.0,26.0,45.0,47.0,3.0,1.4437194751580284e-09,20.35604308462964,226,6.068664482632562e-08,16.617542182424422,3.112356053532524e-08,17.285300731092043,628271,No,20.312223748617093,2006-09-13,0,0,0.04449854691281522,0.0454690068043375,0.04276574445442939,0.025509990880840695,0.054808884872159847,0.011933400371440452,0.0
3.0,19.0,20.0,22.0,47.0,2.0,6.150642721666901e-10,21.209294345994454,227,4.9766260556733846e-08,16.815928581382636,5.2605176686059044e-08,16.76045130596052,590358,No,20.460615039256847,2006-09-09,0,0,0.04639989124151627,0.0454690068043375,0.03383901928448862,0.01497185428989994,0.054808884872159847,0.010498898670948302,0.0
2.0,21.0,27.0,35.0,55.0,1.0,5.839308795748241e-10,21.261238496997475,228,3.1984194533985445e-07,14.955438883984659,7.829339931525217e-09,18.66538763043006,465392,No,18.68339939708798,2006-09-06,0,0,0.040736578400239365,0.043167431475716375,0.04272629348647472,0.04468567419267973,0.0189606037374947,0.009172864743249309,0.0
3.0,8.0,24.0,28.0,49.0,25.0,2.4910165918312987e-09,19.81057493997747,229,1.0903895987274497e-07,16.031560588554978,1.6735214103635152e-08,17.905750708601282,507523,No,19.74229085176322,2006-09-02,0,0,0.04639989124151627,0.024915547327391128,0.041402698341085,0.032034779382291184,0.04720097295423558,0.03441817917565507,0.0
3.0,19.0,33.0,35.0,43.0,1.0,1.6945894743906976e-09,20.195825323448258,230,1.048184798353084e-07,16.071035746298158,1.8828530269404257e-08,17.78789254993093,384109,No,19.765780548309653,2006-08-30,0,0,0.04639989124151627,0.0454690068043375,0.033435447836141226,0.04468567419267973,0.05860728797724612,0.009172864743249309,0.0
24.0,26.0,38.0,42.0,46.0,16.0,2.4753375143189563e-10,22.119474173795467,231,1.055112367918974e-08,18.367033472820303,6.056553675601294e-08,16.619539806038375,411590,No,21.973442865927062,2006-08-26,0,0,0.006177434126388339,0.030510458390575847,0.019914421304319186,0.03430284581241889,0.057373791695394694,0.033509363140926014,0.0
8.0,17.0,24.0,38.0,51.0,31.0,5.1036718946843606e-09,19.09330557692705,232,1.691143968734849e-07,15.592690446443074,1.271876271876272e-08,18.180187554303043,365981,No,19.311773475962653,2006-08-23,0,0,0.06534692674600528,0.04557412192738386,0.041402698341085,0.04292530164894223,0.03762569046637224,0.02562788630649202,0.0
12.0,22.0,26.0,29.0,51.0,9.0,3.0554520029801027e-09,19.606338300118168,233,6.631007406551746e-08,16.528924004607767,2.543752543752544e-08,17.4870403737431,397214,No,20.19674204388575,2006-08-19,0,0,0.059353603650788386,0.04128506017208144,0.04276574445442939,0.03484592093562456,0.03762569046637224,0.022238371960124455,0.0
2.0,13.0,22.0,48.0,50.0,2.0,4.673914957125577e-10,21.483853888870453,234,2.1113405980995383e-07,15.37077255067305,2.068285522017892e-08,17.693960730096727,313201,No,19.125955724897494,2006-08-16,0,0,0.040736578400239365,0.03945070251878546,0.03829445473990349,0.016999978035516228,0.04255136749241676,0.010498898670948302,0.0
13.0,14.0,18.0,27.0,54.0,32.0,1.051487361217068e-09,20.67306014062307,235,5.8786386620933144e-08,16.64935552889889,4.374177654600934e-08,16.944962206473,328415,No,20.318464706194938,2006-08-12,0,0,0.055039810385107274,0.04166815682601187,0.02856763442592063,0.029093633380955556,0.023165819196422955,0.023812387094146525,-0.5172226947784224
16.0,19.0,41.0,43.0,52.0,35.0,4.222271775245711e-10,21.585477611376753,236,5.070074324258991e-08,16.797325266839568,2.306587984337345e-08,17.584911374409096,286978,No,20.47446626797501,2006-08-09,0,0,0.03879581619039429,0.0454690068043375,0.012725296795817296,0.031459399951008334,0.0326335124416004,0.018321610553858947,-0.5172226947784224
2.0,3.0,9.0,48.0,50.0,23.0,9.256097422973791e-11,23.103153507712413,237,1.7705271783833462e-08,17.849403400817877,3.7578162578162576e-07,14.794257644771674,1125079,Yes,21.54288701527332,2006-08-05,1,14,0.040736578400239365,0.011538743326251521,0.007578612079062381,0.016999978035516228,0.04255136749241676,0.03591974923988435,-0.5172226947784224
10.0,13.0,16.0,19.0,24.0,15.0,1.9534021282839667e-11,24.65886348937587,238,8.153810195438953e-10,20.927365603292987,3.5338810849014936e-07,14.855698926494666,802372,No,24.38633279470759,2006-08-02,0,0,0.06489281970539651,0.03945070251878546,0.023041217596492435,0.008682391725407045,0.0011819851797319567,0.032268846205363425,0.0
14.0,19.0,26.0,39.0,55.0,29.0,2.215265151340269e-09,19.92789373346228,239,1.3282025610346295e-07,15.834269080636163,1.5955345455566593e-08,17.953471925581812,704809,No,19.541889491284778,2006-07-29,0,0,0.05000074878242976,0.0454690068043375,0.04276574445442939,0.04133404460831715,0.0189606037374947,0.029072182575946685,0.0
5.0,10.0,17.0,24.0,43.0,31.0,1.380893425310578e-09,20.40053513761117,240,2.992672615917201e-08,17.324513904319783,2.7750027750027752e-08,17.40002899675347,624021,No,20.973930871053728,2006-07-26,0,0,0.05659668806715906,0.031079317190150956,0.02580287052968408,0.020256538707386747,0.05860728797724612,0.02562788630649202,0.0
14.0,40.0,47.0,54.0,55.0,6.0,7.326673296250189e-13,27.942084643758925,241,7.572900979367311e-10,21.00127471537725,2.151670384753091e-07,15.35185118732633,588538,No,24.525754709247057,2006-07-22,0,0,0.05000074878242976,0.002216751020417321,0.003818098768432328,0.0054324806529572195,0.0189606037374947,0.01680799430374569,0.0
2.0,32.0,38.0,44.0,50.0,21.0,4.791900405472657e-10,21.458923852842315,242,8.220597493443171e-08,16.314037849759096,1.874027848053822e-08,17.792590700025723,512116,No,19.99205619654836,2006-07-19,0,0,0.040736578400239365,0.013358549894920137,0.019914421304319186,0.028502119205736337,0.04255136749241676,0.03645906721337373,0.0
