D1,D2,D3,D4,D5,PowerBall,Prob,NLL,Offset,jProb,jNLL,BoundedP,BoundedNLL,Winners,Jackpot,NLLbeta,Date,is_jackpot,inter_arrival,pD1,pD2,pD3,pD4,pD5,pPowerBall,running_burstiness
5.0,13.0,21.0,32.0,36.0,33.0,2.3187683146241224e-09,19.882229691113807,14,3.593087068320853e-08,17.141669003350646,2.602816455630308e-08,17.46408663305369,793041,No,20.801691830718653,2008-09-24,0,0,0.05659668806715906,0.03945070251878546,0.036203870251496344,0.04168513174586848,0.031318476526451366,0.021972263166844176,0.0
6.0,28.0,30.0,40.0,47.0,24.0,4.46435763411062e-09,19.2271404999083,15,8.94882257069144e-08,16.229158776667223,1.6158789450714915e-08,17.940801696887412,729981,No,19.91446033713519,2008-09-20,0,0,0.06060837761516858,0.02434680691565911,0.03978823906656737,0.03931958141109403,0.054808884872159847,0.03528334385320754,0.0
12.0,23.0,26.0,32.0,44.0,20.0,8.89903616027936e-09,18.537322862670642,16,4.10758840554331e-08,17.00784465029832,2.9149188813054355e-08,17.350838752562698,617283,No,20.66308280235196,2008-09-17,0,0,0.059353603650788386,0.03899783802641332,0.04276574445442939,0.04168513174586848,0.059328570157496555,0.036350823285534316,0.0
7.0,17.0,29.0,43.0,51.0,38.0,1.8718955157657063e-09,20.096314274676402,17,2.009203947055619e-07,15.420357053575348,1.308844846259812e-08,18.151535792498997,551181,No,19.153972160957327,2008-09-13,0,0,0.06358344316457927,0.04557412192738386,0.04121208248974989,0.031459399951008334,0.03762569046637224,0.013242188886897694,0.0
14.0,15.0,28.0,37.0,53.0,18.0,3.968559354137839e-09,19.344862691194017,18,1.1785720551541232e-07,15.953792068021263,1.644313215095374e-08,17.92335794533403,528713,No,19.661498158370073,2008-09-10,0,0,0.05000074878242976,0.04346750716481398,0.042202488542142425,0.0440377621566424,0.02776205106582944,0.03538969229880167,0.0
17.0,25.0,26.0,49.0,54.0,11.0,4.1284088611900477e-10,21.607958860834987,19,5.2253008900457705e-08,16.767168361147906,4.1674584837785836e-08,16.993374370259932,477956,No,20.45986894864237,2008-09-06,0,0,0.03313551301505323,0.03352497297802973,0.04276574445442939,0.01449129665005113,0.023165819196422955,0.02588627856127779,0.0
38.0,40.0,46.0,49.0,50.0,34.0,1.380797328642141e-15,34.21611528821056,20,6.496005521731534e-11,23.457248570055235,7.459124000477384e-07,14.108657669847112,341984,No,26.749749574483435,2008-09-03,0,0,1.044934535569612e-05,0.002216751020417321,0.004801476483243341,0.01449129665005113,0.04255136749241676,0.020133921140053742,0.0
2.0,14.0,15.0,32.0,47.0,36.0,1.3061351395340955e-09,20.456193335538778,21,9.538048113528051e-08,16.165391879684773,1.4261162268752399e-08,18.06572591975905,383627,No,19.856004834169585,2008-08-30,0,0,0.040736578400239365,0.04166815682601187,0.020341664444093577,0.04168513174586848,0.054808884872159847,0.01655696172281438,0.0
13.0,31.0,36.0,48.0,49.0,11.0,4.5836558698978484e-10,21.503354025357876,22,2.9976544711417564e-08,17.322850604035608,3.239496773979532e-08,17.245262742883995,355746,No,20.98396460378366,2008-08-27,0,0,0.055039810385107274,0.015812977287601476,0.025354350910026427,0.016999978035516228,0.04720097295423558,0.02588627856127779,-0.9560900154123998
18.0,24.0,33.0,47.0,48.0,23.0,1.225757041307736e-09,20.51970719092442,23,3.3261326599146096e-08,17.21887047825407,3.58551246438869e-08,17.14377933328583,380400,No,20.890092698486963,2008-08-23,0,0,0.02772504418608188,0.036383044365062026,0.033435447836141226,0.019701346415838625,0.05135665930901029,0.03591974923988435,-0.9560900154123998
15.0,16.0,24.0,35.0,47.0,26.0,6.737791832663986e-09,18.81553358696824,24,5.6499023412622776e-08,16.68904248367574,2.8254257577565845e-08,17.382021679999387,312391,No,20.36813779861755,2008-08-20,0,0,0.04449854691281522,0.04478536049071575,0.041402698341085,0.04468567419267973,0.054808884872159847,0.033341701430732854,-0.9560900154123998
5.0,34.0,40.0,43.0,52.0,20.0,2.8990812459356885e-10,21.961457054889788,25,5.314145646413486e-08,16.750308488933605,2.2607183369215452e-08,17.604998132975833,326953,No,20.404124402403436,2008-08-16,0,0,0.05659668806715906,0.009185088459806263,0.014943678606317458,0.031459399951008334,0.0326335124416004,0.036350823285534316,-0.9560900154123998
5.0,10.0,19.0,23.0,31.0,26.0,3.6024691207020855e-10,21.744231452715884,26,7.514989284694675e-09,18.706366239598157,5.594763659279788e-08,16.69884964449626,299894,No,22.293994778164286,2008-08-13,0,0,0.05659668806715906,0.031079317190150956,0.03126973455135444,0.017521335196165132,0.01121136855329359,0.033341701430732854,-0.43458682130750725
32.0,40.0,43.0,49.0,53.0,21.0,7.648844335708903e-14,30.20163673271759,27,4.923953949050383e-10,21.43173907400756,1.740462266778056e-07,15.563944902453954,317423,No,24.86555400317884,2008-08-09,0,0,0.00026381218892185677,0.002216751020417321,0.008917019146498605,0.01449129665005113,0.02776205106582944,0.03645906721337373,-0.43458682130750725
5.0,24.0,36.0,37.0,51.0,19.0,3.1135578045892744e-09,19.587499775997706,28,1.407363352872776e-07,15.776377659632365,1.2631315152323556e-08,18.187086776763316,281994,No,19.47659050136593,2008-08-06,0,0,0.05659668806715906,0.036383044365062026,0.025354350910026427,0.0440377621566424,0.03762569046637224,0.03599189079731963,-0.43458682130750725
2.0,5.0,28.0,33.0,54.0,30.0,7.676483926139135e-10,20.98768930973072,29,1.7738953440620667e-07,15.544917763139201,2.239578959155678e-08,17.61439286041563,434273,Yes,19.294436717155776,2008-08-02,1,16,0.040736578400239365,0.016294858502441553,0.042202488542142425,0.04318541757748216,0.023165819196422955,0.027390777274554565,-0.43458682130750725
3.0,25.0,45.0,51.0,55.0,13.0,5.2383088105742624e-11,23.672437322768886,30,5.4650519540137736e-08,16.722307115687666,3.740548102513461e-08,17.101448591789357,395101,No,20.41226316160573,2008-07-30,0,0,0.04639989124151627,0.03352497297802973,0.005969612099777599,0.010151829657485616,0.0189606037374947,0.029306442494868957,-0.3161226239159912
12.0,13.0,21.0,51.0,55.0,18.0,5.774708995864793e-10,21.272363065128676,31,8.818910918744264e-08,16.2437823601582,7.38637102273466e-08,16.42104419554039,388209,No,19.985531901337804,2008-07-26,0,0,0.059353603650788386,0.03945070251878546,0.036203870251496344,0.010151829657485616,0.0189606037374947,0.03538969229880167,-0.3161226239159912
11.0,14.0,35.0,41.0,52.0,2.0,9.301983005784659e-10,20.795623326082314,32,1.360467996859566e-07,15.810266895066547,1.595162548339806e-08,17.95370510172332,328077,No,19.531125116309706,2008-07-23,0,0,0.06270280909279832,0.04166815682601187,0.028122918451860164,0.03695015815069055,0.0326335124416004,0.010498898670948302,-0.3161226239159912
