draw,mu,std,z1,z2,zmin,zmax,numerator,denominator,a,b,prob,cumprob,KL,TV,KL-merged,Chi,ChiP
D1,10.074742268041238,8.310951722760377,0.9999999999999998,-1.0,-1.091901694385872,5.886841767829313,0.6826894921370859,0.862561841588356,18.385693990801613,1.7637905452808607,0.7914673003386679,0.7914673003386679,0.0502156684058375,0.10471859848686738,0.02532875004599351,18.360978816379614,0.6843842348465436
D2,19.0979381443299,9.997451658568531,1.0000000000000002,-1.0,-1.810255129247729,3.9912232855330867,0.682689492137086,0.9648390173554393,29.09538980289843,9.100486485761367,0.7075682884470129,0.5600171630624091,0.06708218026617377,0.13650303393323943,0.04178750630580916,30.422590965820014,0.5960723923323125
D3,29.63659793814433,11.07733681802839,0.9999999999999999,-0.9999999999999999,-2.585151865341695,2.6507636758021715,0.6826894921370859,0.9911176936372703,40.71393475617272,18.55926112011594,0.6888076930921353,0.38574413018102016,0.056766093158807554,0.1312548267343233,0.03980157087714342,30.656258089287626,0.720475852896118
D4,39.95618556701031,10.815848161795541,1.0000000000000002,-1.0000000000000002,-3.6017689028414748,1.7607324130397393,0.6826894921370861,0.9607001183826112,50.77203372880585,29.140337405214765,0.7106166420447928,0.27411619847772595,0.07341611168500416,0.14336060308072035,0.04880609833758696,36.56232326969506,0.3067424064427815
D5,49.5360824742268,8.372851237380829,1.0,-1.0,-5.796840418892922,1.1303100052131911,0.6826894921370859,0.8708271865609846,57.90893371160763,41.163231236845974,0.78395518958603,0.2148948163462075,0.045662778283398715,0.0909211595508787,0.016819235246531256,13.261143219928323,0.925621275490269
PowerBall,18.533505154639176,9.92433446411037,1.0,-1.0,-1.7667184855615305,1.659203940063592,0.6826894921370859,0.9128249550497364,28.457839618749546,8.609170690528806,0.747886534390253,0.160716939455595,0.0429081066141966,0.10751104565537556,0.0429081066141966,32.54123711340206,0.5391326153534437
