D1,D2,D3,D4,D5,PowerBall,Prob,NLL,Offset,jProb,jNLL,BoundedP,BoundedNLL,Winners,Jackpot,NLLbeta,Date,is_jackpot,inter_arrival,pD1,pD2,pD3,pD4,pD5,pPowerBall,running_burstiness
9.0,10.0,16.0,20.0,57.0,15.0,2.7333980677657e-10,22.02030538128989,31,1.5979870422276513e-08,17.95193600538481,4.35115566694514e-08,16.950239263573845,336876,Yes,21.397322097969766,2015-06-20,1,4,0.055187125040053166,0.027336071400600334,0.017032323135489958,0.006998692945727154,0.03677428824539606,0.041332712660117836,-0.1272370008626847
20.0,21.0,22.0,41.0,54.0,7.0,1.29061174529808e-09,20.468149509818847,32,3.2137879822122004e-08,17.253230445766228,1.5018070493321087e-07,15.711426568363658,336071,No,20.743089759078067,2015-06-17,0,0,0.027275486378746442,0.040616813757055316,0.028651580562847737,0.03821546784413913,0.04746600997115375,0.02241541409123461,0.01745332344579329
29.0,41.0,48.0,52.0,54.0,29.0,3.557521679796702e-12,26.36195697085514,33,7.218349156219092e-10,21.049224651902943,1.3566680233346897e-07,15.813063940171423,301671,No,24.371460866606874,2015-06-13,0,0,0.004163650053965982,0.003753002015107891,0.009196084995062404,0.020654191452660113,0.04746600997115375,0.0252522823069957,0.01745332344579329
31.0,32.0,48.0,49.0,53.0,25.0,1.872551047436751e-11,24.701134325248393,34,1.6434338974200648e-09,20.226477944247648,1.0333994708994708e-07,16.08524182608724,273886,No,23.587320979252326,2015-06-10,0,0,0.0023383598146152476,0.017985037539986284,0.009196084995062404,0.027066932217184175,0.05022720171576809,0.035614756800548056,0.03483856033496723
8.0,13.0,18.0,27.0,43.0,15.0,1.2111001359708275e-09,20.53173668713103,35,1.503211909482227e-08,18.013076652113686,2.983873951615887e-08,17.327458303918633,316137,No,21.47247738984028,2015-06-06,0,0,0.053943170553854766,0.03433830477556568,0.02092774958700879,0.018735651458540156,0.04034405019456145,0.041332712660117836,0.03483856033496723
6.0,8.0,13.0,37.0,40.0,11.0,4.528717141694534e-10,21.515412222230758,36,1.1978871608455504e-08,18.24012143830662,5.191331721943966e-08,16.773690485865632,554186,Yes,21.709388924275355,2015-06-03,1,5,0.0493481820298086,0.02233478642806307,0.01176403765867433,0.03698621870694453,0.028604225434495468,0.03301381417010192,0.03483856033496723
8.0,9.0,25.0,56.0,57.0,22.0,8.681710486575346e-10,20.86463236001674,37,5.576658222187458e-08,16.70209103187499,8.94467183787961e-08,16.229622714318694,490900,No,20.28122516541565,2015-05-30,0,0,0.053943170553854766,0.02483313397856761,0.03328938714323788,0.012777890017574891,0.03677428824539606,0.04143125388991642,-0.21284296639763522
8.0,15.0,34.0,53.0,59.0,23.0,1.4710585389386646e-09,20.337283600783323,38,1.3129035800751147e-07,15.84585449315887,1.9800019800019804e-08,17.73758289924542,423528,No,19.417927369416837,2015-05-27,0,0,0.053943170553854766,0.0380260798541169,0.03362458335625913,0.018554089308583606,0.028885323986882684,0.0397958818709474,-0.21284296639763522
9.0,15.0,17.0,31.0,43.0,16.0,1.8642471448557476e-09,20.100408541030156,39,1.7849845246788083e-08,17.84127099840607,3.1009554819078624e-08,17.288970459981005,433341,No,21.30817550908749,2015-05-23,0,0,0.055187125040053166,0.0380260798541169,0.01895692289121162,0.02725002546716933,0.04034405019456145,0.0426255414869972,-0.21284296639763522
1.0,12.0,28.0,35.0,44.0,25.0,1.917621698588935e-09,20.072180117379624,40,6.960549940288997e-08,16.480422258318175,1.4478275347840566e-08,18.050616562894618,389350,No,20.003191443447705,2015-05-20,0,0,0.030660230557000397,0.0321447283396918,0.03594260852520029,0.03456730167053964,0.04397164403692794,0.035614756800548056,-0.21284296639763522
24.0,29.0,38.0,48.0,52.0,32.0,2.5317689994848665e-10,22.096932662251398,41,1.17986268021496e-08,18.255282684945808,3.478635957268436e-08,17.174040493307025,362068,No,21.711175360831092,2015-05-16,0,0,0.013672532391956656,0.025324604292833716,0.027325602192224793,0.029117742719862758,0.052396260629244566,0.017538995196135818,-0.21284296639763522
1.0,25.0,29.0,31.0,47.0,7.0,1.2336432742167662e-09,20.513294034116758,42,5.909746491132167e-08,16.644077808355867,2.0047381987327044e-08,17.725167265917538,399640,No,20.138812100336683,2015-05-13,0,0,0.030660230557000397,0.03474445732649948,0.036277079664852115,0.02725002546716933,0.052261593638540056,0.02241541409123461,-0.21284296639763522
4.0,15.0,17.0,35.0,58.0,17.0,1.5164048683823137e-09,20.306923521804634,43,1.178542602717994e-07,15.953817058266038,1.0477699264884618e-08,18.37401671794848,351785,No,19.4840694426307,2015-05-09,0,0,0.04260450948762857,0.0380260798541169,0.01895692289121162,0.03456730167053964,0.032825264385512594,0.043514749577766756,-0.08643989289174837
23.0,24.0,27.0,39.0,41.0,30.0,6.04762198596167e-10,21.226185795337727,44,7.008067433949065e-09,18.776203860934377,1.2518809511290713e-07,15.893448469759074,287300,No,22.20759796645842,2015-05-06,0,0,0.01660585344537511,0.03667400595758764,0.03532218798977358,0.038244104867813516,0.032539302532249896,0.022591483352882014,-0.08643989289174837
2.0,6.0,11.0,30.0,31.0,33.0,9.695907599032702e-12,25.359317216449732,45,2.1685654671514174e-09,19.949199963045928,7.296969130901788e-08,16.433221669559934,332009,No,23.340821792684505,2015-05-02,0,0,0.03471280458596941,0.017532622068196328,0.008825007284084141,0.025133969950344635,0.004719056425792205,0.015220207000012287,-0.08643989289174837
1.0,26.0,34.0,38.0,51.0,6.0,1.3564724401200163e-09,20.418378300939736,46,1.0952782573037209e-07,16.027087203712817,1.0568858225108227e-08,18.36535406322923,286728,No,19.5485800500202,2015-04-29,0,0,0.030660230557000397,0.03258873894559696,0.03362458335625913,0.03777099736097795,0.05388484745993239,0.019837456191091674,-0.08643989289174837
21.0,33.0,35.0,38.0,45.0,12.0,7.543676482977583e-10,21.005141269545604,47,6.69732829506137e-09,18.821557152007312,9.846784040332427e-08,16.1335358354462,319243,No,22.24165199448449,2015-04-25,0,0,0.023454326802264138,0.01572813605250946,0.032317966233889654,0.03777099736097795,0.04724664397766521,0.035457603961010734,-0.08643989289174837
10.0,14.0,25.0,39.0,53.0,18.0,5.6827325362904155e-09,18.985833639562575,48,8.789268441103363e-08,16.24714926198688,1.3813192593476633e-08,18.09764171641139,271121,No,19.780373215309485,2015-04-22,0,0,0.05564824880748002,0.03631639933751908,0.03328938714323788,0.038244104867813516,0.05022720171576809,0.043973764625545655,-0.08643989289174837
13.0,22.0,23.0,29.0,31.0,17.0,2.972878602847844e-10,21.936320219974526,49,3.3185348000056046e-09,19.523742476730206,1.3032032736466233e-07,15.853270360649466,326608,Yes,22.911320587433842,2015-04-18,1,13,0.05230789958453981,0.03965231162112697,0.030367352144349553,0.022984909539754305,0.004719056425792205,0.043514749577766756,-0.08643989289174837
1.0,16.0,21.0,29.0,40.0,30.0,4.813481414947604e-10,21.454430320738805,50,2.6963579105076856e-08,17.42877880359059,1.7147411495350307e-08,17.881418607941754,265447,No,20.90276861787588,2015-04-15,0,0,0.030660230557000397,0.039419868359212164,0.02681334368213842,0.022984909539754305,0.028604225434495468,0.022591483352882014,-0.09560364976541524
1.0,12.0,32.0,42.0,58.0,12.0,1.5366518708896933e-09,20.29365989714059,51,2.8112831608398327e-07,15.084454630973113,8.210180623973727e-09,18.61789091324007,375762,Yes,18.658992694911042,2015-04-11,1,2,0.030660230557000397,0.0321447283396918,0.03551933955370184,0.03771445301343498,0.032825264385512594,0.035457603961010734,-0.09560364976541524
1.0,19.0,45.0,46.0,58.0,29.0,4.794488711859182e-10,21.458383856725373,52,1.504930638011215e-07,15.709348841519741,1.0439476923745048e-08,18.377671358836675,311695,No,19.25246758391017,2015-04-08,0,0,0.030660230557000397,0.04135662178292275,0.013888499644391867,0.032844119784015795,0.032825264385512594,0.0252522823069957,0.027732155018922743
33.0,39.0,40.0,41.0,54.0,28.0,8.401988809256216e-12,25.502552675096528,53,1.3588136595272197e-09,20.416653827052656,5.823535235299941e-07,14.356188144879445,329228,No,23.743537413998638,2015-04-04,0,0,0.0012393620093341666,0.005701962637996443,0.02345797621882,0.03821546784413913,0.04746600997115375,0.02794133186522382,0.027732155018922743
2.0,30.0,33.0,39.0,44.0,1.0,4.2750602202606994e-10,21.57305274104026,54,4.467195211354754e-08,16.92392000176384,2.237737200143215e-08,17.615215567167095,289901,No,20.41254108307765,2015-04-01,0,0,0.03471280458596941,0.02282149306057141,0.03470008442017676,0.038244104867813516,0.04397164403692794,0.00924784929784896,0.027732155018922743
2.0,4.0,6.0,12.0,38.0,17.0,2.1455811210488168e-12,26.867610681336586,55,6.976855385450511e-11,23.385837725517643,4.770491646869126e-07,14.555646280747023,345396,No,26.515103933153323,2015-03-28,0,0,0.03471280458596941,0.013223039708054425,0.003729705394469611,0.0013599522473093841,0.021178210337576563,0.043514749577766756,0.027732155018922743
7.0,19.0,23.0,50.0,54.0,14.0,3.066187359857195e-09,19.602830949473713,56,1.081740951513876e-07,16.039523915544468,1.556178026766262e-08,17.978447911651987,288962,Yes,19.58992466744244,2015-03-25,1,5,0.0519693874774364,0.04135662178292275,0.030367352144349553,0.024946400745935057,0.04746600997115375,0.03967422830825418,0.027732155018922743
11.0,16.0,30.0,38.0,42.0,7.0,2.4462743952206e-09,19.828699624771065,57,3.119545643990923e-08,17.28299337966159,2.454084086737148e-08,17.52292713307662,382800,Yes,20.777683217277875,2015-03-21,1,1,0.05530668962235822,0.039419868359212164,0.03631748581668221,0.03777099736097795,0.03649146851366646,0.02241541409123461,-0.05641939120368031
14.0,25.0,30.0,33.0,47.0,8.0,2.569531602491592e-09,19.77954221048974,58,2.360153186295148e-08,17.561954217574275,2.9577048210588583e-08,17.33626717468407,316859,No,21.032047055910912,2015-03-18,0,0,0.04977723117700994,0.03474445732649948,0.03631748581668221,0.031220592404805087,0.052261593638540056,0.025072528356368775,0.0
8.0,14.0,39.0,46.0,47.0,18.0,3.759005417501781e-09,19.399111431157166,59,5.8936624238879596e-08,16.646803135812576,3.0478141077219407e-08,17.30625609626803,503933,Yes,20.17650693455213,2015-03-14,1,2,0.053943170553854766,0.03631639933751908,0.025421418260994186,0.032844119784015795,0.052261593638540056,0.043973764625545655,0.0
11.0,24.0,31.0,40.0,44.0,27.0,3.779296016498428e-09,19.393728083681133,60,3.2816912318870364e-08,17.2323218349646,2.1096512324582496e-08,17.674158102800547,439004,No,20.721814963478256,2015-03-11,0,0,0.05530668962235822,0.03667400595758764,0.036062843178767554,0.03839353285301685,0.04397164403692794,0.030604419808992235,0.0
34.0,36.0,38.0,42.0,50.0,33.0,7.494634589574921e-12,25.616833739455103,61,1.3388653116865058e-09,20.431443364029768,3.1830914183855357e-07,14.960242782245937,434672,No,23.765460125414954,2015-03-07,0,0,0.0008828974155524172,0.0099061301215593,0.027325602192224793,0.03771445301343498,0.054630864786171705,0.015220207000012287,0.0
8.0,12.0,15.0,35.0,50.0,32.0,8.717564232018245e-10,20.86051106223036,62,3.7125418522351035e-08,17.10896396655777,2.7679055812048138e-08,17.40258981761514,351151,No,20.608334438979732,2015-03-04,0,0,0.053943170553854766,0.0321447283396918,0.015178912697429178,0.03456730167053964,0.054630864786171705,0.017538995196135818,0.0
11.0,17.0,25.0,28.0,46.0,12.0,2.7547537847411566e-09,19.70993776866519,63,2.3772213127203806e-08,17.554748454010042,2.442002442002442e-08,17.527862368263353,399199,No,21.027507479282484,2015-02-28,0,0,0.05530668962235822,0.040457926798196125,0.03328938714323788,0.020840687165406917,0.050046565649676245,0.035457603961010734,0.0
17.0,19.0,21.0,32.0,39.0,8.0,7.939758702043954e-10,20.95396804531399,64,7.573581566814096e-09,18.69859975499054,1.056229429931852e-07,16.063390226079438,352561,No,22.132416993214047,2015-02-25,0,0,0.03932744043908904,0.04135662178292275,0.02681334368213842,0.029292757871154464,0.024788896716234715,0.025072528356368775,0.0
10.0,14.0,18.0,34.0,51.0,26.0,2.4949669413510053e-09,19.80899035779023,65,4.3535839710503053e-08,16.94968133668134,2.3309762501491824e-08,17.57439357264684,333164,No,20.452606199795284,2015-02-21,0,0,0.05564824880748002,0.03631639933751908,0.02092774958700879,0.03299206851015204,0.05388484745993239,0.03318270431657015,0.0
1.0,9.0,29.0,32.0,49.0,22.0,1.8303837516995265e-09,20.11874019169488,66,8.213711448098673e-08,16.31487585831449,1.390978834587857e-08,18.090673047095294,305037,No,19.84819666459556,2015-02-18,0,0,0.030660230557000397,0.02483313397856761,0.036277079664852115,0.029292757871154464,0.054602753813331247,0.04143125388991642,0.0
1.0,24.0,44.0,45.0,51.0,28.0,9.14002371227001e-10,20.813187950137497,67,8.22197873838637e-08,16.31386984142184,1.9821448392876962e-08,17.73650123337468,339019,No,19.83335624225432,2015-02-14,0,0,0.030660230557000397,0.03667400595758764,0.01567692614062616,0.03443807609752981,0.05388484745993239,0.02794133186522382,0.0
11.0,13.0,25.0,39.0,54.0,19.0,5.048367099334186e-09,19.104200992613446,68,8.62136877082477e-08,16.2664368817637,1.502257141354886e-08,18.013712005959167,5313272,Yes,19.80076357175486,2015-02-11,1,9,0.05530668962235822,0.03433830477556568,0.03328938714323788,0.038244104867813516,0.04746600997115375,0.043988726167717984,0.0
5.0,10.0,21.0,34.0,58.0,33.0,5.579978951044199e-10,21.306665925768648,69,1.1999635986662894e-07,15.935804429069222,1.198144314086343e-08,18.239906789004664,1958879,No,19.479023466419765,2015-02-07,0,0,0.046185659401541644,0.027336071400600334,0.02681334368213842,0.03299206851015204,0.032825264385512594,0.015220207000012287,0.0
24.0,36.0,51.0,52.0,56.0,22.0,2.663617356561284e-11,24.348750915497284,70,1.7598116067615032e-09,20.158059075238498,8.977950154420742e-08,16.225909155577213,1287224,No,23.518013733902905,2015-02-04,0,0,0.013672532391956656,0.0099061301215593,0.005658446302967018,0.020654191452660113,0.04061489852096801,0.04143125388991642,0.0
5.0,11.0,16.0,26.0,50.0,34.0,2.7954691282253497e-10,21.997850991898968,71,2.6518961816492024e-08,17.44540581958612,2.1473235758950046e-08,17.656458525701144,928069,No,20.923844397431612,2015-01-31,0,0,0.046185659401541644,0.02979171533405679,0.017032323135489958,0.01669987002041894,0.054630864786171705,0.013074557167143652,0.0
12.0,24.0,35.0,36.0,49.0,1.0,1.1643481684204926e-09,20.57110441859946,72,3.871979931600195e-08,17.066914757505963,1.8764105916622824e-08,17.79132005182427,751052,No,20.557585610316767,2015-01-28,0,0,0.054177162789482036,0.03667400595758764,0.032317966233889654,0.0359094656296003,0.054602753813331247,0.00924784929784896,0.0
16.0,19.0,20.0,29.0,33.0,10.0,2.418214618405479e-10,22.1428214230409,73,3.125052333255251e-09,19.58381480725659,1.7887103755934045e-07,15.536600751324434,760358,No,22.976319214520487,2015-01-24,0,0,0.04316134163868447,0.04135662178292275,0.024889380993990188,0.022984909539754305,0.0077826115861710015,0.030427943365110902,0.0
11.0,12.0,15.0,28.0,57.0,23.0,8.230430101773116e-10,20.91801265637725,74,3.163846303607966e-08,17.268892271836208,5.161956381468576e-08,16.779365092620242,638320,No,20.75234495744568,2015-01-21,0,0,0.05530668962235822,0.0321447283396918,0.015178912697429178,0.020840687165406917,0.03677428824539606,0.0397958818709474,0.0
15.0,16.0,23.0,27.0,36.0,9.0,4.3053268365402073e-10,21.565997874724154,75,5.065688559761371e-09,19.10077576381386,7.837236276999277e-08,16.36179448742718,581028,No,22.51593594120494,2015-01-17,0,0,0.04668814515899741,0.039419868359212164,0.030367352144349553,0.018735651458540156,0.014810459621420961,0.027761317655265266,0.0
2.0,4.0,10.0,41.0,53.0,22.0,2.7562128213580494e-10,22.0119933586681,76,2.014913429498786e-08,17.720104512504555,7.939683810031947e-08,16.348807291900368,462101,No,21.221993910350463,2015-01-14,0,0,0.03471280458596941,0.013223039708054425,0.007550670209924029,0.03821546784413913,0.05022720171576809,0.04143125388991642,0.0
2.0,9.0,19.0,28.0,29.0,19.0,4.894606707988941e-11,23.74030209584101,77,4.363449963287351e-09,19.25000281649593,5.249013185521122e-08,16.76264064967905,487774,No,22.658351674989934,2015-01-10,0,0,0.03471280458596941,0.02483313397856761,0.02291595429887995,0.020840687165406917,0.002702745781404223,0.043988726167717984,0.0
14.0,15.0,47.0,49.0,59.0,10.0,4.789911986110776e-10,21.459338893193593,78,4.403211349147054e-08,16.938346617161777,2.1022748295475567e-08,17.677660733351747,422524,No,20.451553120602654,2015-01-07,0,0,0.04977723117700994,0.0380260798541169,0.0106371764699104,0.027066932217184175,0.028885323986882684,0.030427943365110902,0.0
4.0,18.0,43.0,46.0,55.0,25.0,1.5901893686862897e-09,20.259412728003394,79,1.1845433063939157e-07,15.948738346103308,1.3185320202864061e-08,18.144161732046282,407026,No,19.490233592336644,2015-01-03,0,0,0.04260450948762857,0.0411099472757281,0.01755202477729011,0.032844119784015795,0.0442213017214227,0.035614756800548056,0.0
17.0,27.0,37.0,40.0,53.0,35.0,7.433983538144094e-10,21.019789072468697,80,3.1398799354064875e-08,17.276496181894952,1.85649308456326e-08,17.80199147431043,454912,No,20.759681276447484,2014-12-31,0,0,0.03932744043908904,0.03026247325923608,0.029134021594674056,0.03839353285301685,0.05022720171576809,0.011117931578585285,0.0
