D1,D2,D3,D4,D5,PowerBall,Winners,Jackpot,Date
10.0,12.0,55.0,65.0,67.0,3.0,319150,No,2024-09-11
1.0,16.0,21.0,47.0,60.0,5.0,278139,No,2024-09-09
14.0,34.0,37.0,55.0,63.0,20.0,398813,No,2024-09-07
7.0,10.0,21.0,33.0,59.0,20.0,256020,No,2024-09-04
8.0,42.0,46.0,48.0,53.0,22.0,189974,No,2024-09-02
4.0,34.0,35.0,38.0,69.0,19.0,352616,No,2024-08-31
5.0,33.0,47.0,50.0,64.0,20.0,215776,No,2024-08-28
2.0,4.0,23.0,68.0,69.0,15.0,189409,No,2024-08-26
5.0,15.0,21.0,24.0,43.0,17.0,317228,No,2024-08-24
27.0,31.0,33.0,38.0,67.0,3.0,215997,No,2024-08-21
1.0,2.0,15.0,23.0,28.0,10.0,205498,Yes,2024-08-19
12.0,31.0,43.0,45.0,46.0,22.0,298785,No,2024-08-17
8.0,9.0,23.0,29.0,62.0,13.0,235559,No,2024-08-14
9.0,22.0,57.0,67.0,68.0,14.0,255736,Yes,2024-08-12
9.0,24.0,33.0,64.0,69.0,9.0,441955,No,2024-08-10
6.0,19.0,35.0,47.0,57.0,9.0,286630,No,2024-08-07
29.0,42.0,44.0,51.0,54.0,12.0,243968,No,2024-08-05
13.0,33.0,40.0,60.0,61.0,20.0,369977,No,2024-08-03
23.0,34.0,37.0,50.0,58.0,7.0,304591,No,2024-07-31
11.0,27.0,30.0,33.0,44.0,16.0,219496,No,2024-07-29
3.0,31.0,37.0,40.0,64.0,17.0,372879,No,2024-07-27
16.0,42.0,59.0,63.0,68.0,13.0,273048,No,2024-07-24
31.0,36.0,56.0,58.0,69.0,20.0,206055,No,2024-07-22
18.0,25.0,31.0,40.0,57.0,4.0,351379,No,2024-07-20
24.0,27.0,32.0,47.0,66.0,26.0,218402,No,2024-07-17
9.0,31.0,39.0,40.0,45.0,23.0,194777,No,2024-07-15
9.0,55.0,59.0,66.0,69.0,21.0,315815,No,2024-07-13
7.0,11.0,12.0,27.0,46.0,26.0,212807,No,2024-07-10
20.0,22.0,31.0,33.0,45.0,1.0,168857,No,2024-07-08
5.0,32.0,35.0,39.0,49.0,21.0,285022,No,2024-07-06
2.0,26.0,33.0,55.0,57.0,22.0,283284,Yes,2024-07-03
5.0,9.0,32.0,39.0,55.0,9.0,256181,No,2024-07-01
26.0,51.0,54.0,61.0,69.0,25.0,369418,No,2024-06-29
4.0,9.0,36.0,47.0,56.0,7.0,284382,No,2024-06-26
5.0,6.0,36.0,53.0,69.0,8.0,225767,No,2024-06-24
4.0,5.0,15.0,32.0,62.0,21.0,339733,No,2024-06-22
4.0,27.0,44.0,50.0,64.0,7.0,266006,No,2024-06-19
30.0,48.0,53.0,58.0,66.0,9.0,212241,No,2024-06-17
4.0,36.0,48.0,54.0,56.0,2.0,312515,No,2024-06-15
19.0,30.0,31.0,61.0,62.0,21.0,215760,No,2024-06-12
3.0,10.0,33.0,58.0,59.0,9.0,317060,Yes,2024-06-10
8.0,38.0,52.0,54.0,64.0,15.0,463054,No,2024-06-08
8.0,44.0,45.0,51.0,69.0,12.0,302763,No,2024-06-05
19.0,29.0,35.0,36.0,45.0,16.0,242453,No,2024-06-03
28.0,38.0,52.0,54.0,68.0,8.0,421121,No,2024-06-01
17.0,34.0,56.0,60.0,61.0,9.0,285895,No,2024-05-29
9.0,30.0,39.0,49.0,59.0,21.0,214597,No,2024-05-27
6.0,33.0,35.0,36.0,64.0,24.0,382711,No,2024-05-25
5.0,16.0,18.0,26.0,67.0,4.0,279923,No,2024-05-22
1.0,7.0,48.0,64.0,68.0,5.0,236327,No,2024-05-20
19.0,36.0,37.0,42.0,59.0,19.0,351743,No,2024-05-18
19.0,42.0,45.0,55.0,69.0,6.0,243159,No,2024-05-15
5.0,14.0,29.0,38.0,66.0,1.0,194193,No,2024-05-13
3.0,6.0,39.0,49.0,67.0,21.0,340043,No,2024-05-11
7.0,41.0,43.0,44.0,51.0,5.0,256502,No,2024-05-08
7.0,23.0,24.0,56.0,60.0,25.0,284785,Yes,2024-05-06
14.0,20.0,23.0,53.0,69.0,4.0,503755,No,2024-05-04
1.0,11.0,19.0,21.0,68.0,15.0,313679,No,2024-05-01
11.0,38.0,47.0,67.0,69.0,14.0,267007,No,2024-04-29
9.0,30.0,53.0,55.0,62.0,23.0,440233,No,2024-04-27
2.0,20.0,22.0,26.0,47.0,21.0,300476,No,2024-04-24
12.0,16.0,33.0,39.0,52.0,1.0,248724,No,2024-04-22
4.0,35.0,41.0,44.0,58.0,25.0,397054,No,2024-04-20
24.0,29.0,44.0,47.0,54.0,2.0,269300,No,2024-04-17
7.0,16.0,41.0,56.0,61.0,23.0,242658,No,2024-04-15
7.0,33.0,40.0,43.0,69.0,10.0,414677,No,2024-04-13
6.0,7.0,12.0,24.0,36.0,15.0,281468,No,2024-04-10
6.0,21.0,23.0,39.0,54.0,23.0,302852,No,2024-04-08
22.0,27.0,44.0,52.0,69.0,9.0,3624900,Yes,2024-04-06
11.0,38.0,41.0,62.0,65.0,15.0,2354667,No,2024-04-03
19.0,24.0,40.0,42.0,56.0,23.0,1700029,No,2024-04-01
12.0,13.0,33.0,50.0,52.0,23.0,1866731,No,2024-03-30
37.0,46.0,57.0,60.0,66.0,8.0,1380827,No,2024-03-27
7.0,11.0,19.0,53.0,68.0,23.0,1232546,No,2024-03-25
6.0,23.0,25.0,34.0,51.0,3.0,1531747,No,2024-03-23
13.0,22.0,27.0,54.0,66.0,9.0,969064,No,2024-03-20
10.0,17.0,20.0,39.0,44.0,16.0,683147,No,2024-03-18
12.0,23.0,44.0,57.0,61.0,5.0,1034875,No,2024-03-16
21.0,29.0,54.0,59.0,62.0,4.0,661504,No,2024-03-13
1.0,3.0,7.0,16.0,66.0,5.0,541050,No,2024-03-11
30.0,36.0,49.0,52.0,63.0,16.0,744654,No,2024-03-09
6.0,19.0,28.0,44.0,60.0,10.0,518407,No,2024-03-06
36.0,42.0,50.0,52.0,67.0,26.0,422270,No,2024-03-04
3.0,18.0,27.0,36.0,53.0,12.0,703702,No,2024-03-02
16.0,26.0,29.0,38.0,50.0,6.0,439975,No,2024-02-28
24.0,29.0,42.0,51.0,54.0,16.0,342361,No,2024-02-26
3.0,8.0,40.0,53.0,58.0,3.0,592963,No,2024-02-24
4.0,27.0,33.0,41.0,42.0,14.0,382354,No,2024-02-21
4.0,23.0,45.0,50.0,53.0,17.0,326192,No,2024-02-19
6.0,28.0,59.0,62.0,69.0,21.0,517737,No,2024-02-17
1.0,4.0,45.0,47.0,67.0,18.0,346816,No,2024-02-14
17.0,36.0,43.0,53.0,67.0,14.0,290737,No,2024-02-12
27.0,28.0,34.0,37.0,44.0,8.0,524119,No,2024-02-10
12.0,21.0,62.0,67.0,69.0,17.0,332981,No,2024-02-07
1.0,2.0,27.0,30.0,67.0,9.0,294152,No,2024-02-05
9.0,11.0,27.0,59.0,66.0,19.0,472611,No,2024-02-03
15.0,18.0,19.0,41.0,43.0,14.0,300645,No,2024-01-31
39.0,41.0,43.0,49.0,64.0,4.0,272954,No,2024-01-29
7.0,38.0,65.0,66.0,68.0,21.0,420825,No,2024-01-27
1.0,5.0,32.0,50.0,64.0,8.0,295873,No,2024-01-24
24.0,25.0,43.0,52.0,63.0,21.0,246399,No,2024-01-22
16.0,31.0,34.0,47.0,65.0,10.0,411329,No,2024-01-20
18.0,22.0,43.0,61.0,65.0,2.0,254530,No,2024-01-17
13.0,30.0,35.0,49.0,59.0,4.0,232043,No,2024-01-15
13.0,31.0,33.0,51.0,58.0,15.0,367215,No,2024-01-13
25.0,40.0,43.0,48.0,50.0,11.0,270246,No,2024-01-10
7.0,17.0,28.0,40.0,45.0,2.0,217455,No,2024-01-08
4.0,31.0,34.0,38.0,61.0,13.0,395781,No,2024-01-06
30.0,31.0,38.0,48.0,68.0,8.0,305790,No,2024-01-03
12.0,21.0,42.0,44.0,49.0,1.0,1458373,Yes,2024-01-01
10.0,11.0,26.0,27.0,34.0,7.0,2181741,No,2023-12-30
4.0,11.0,38.0,51.0,68.0,5.0,1292943,No,2023-12-27
5.0,12.0,20.0,24.0,29.0,4.0,825782,No,2023-12-25
9.0,14.0,17.0,18.0,53.0,6.0,1251630,No,2023-12-23
27.0,35.0,41.0,56.0,60.0,16.0,692534,No,2023-12-20
5.0,8.0,19.0,34.0,39.0,26.0,543556,No,2023-12-18
3.0,9.0,10.0,20.0,62.0,25.0,818904,No,2023-12-16
3.0,8.0,41.0,56.0,64.0,18.0,582917,No,2023-12-13
1.0,24.0,27.0,31.0,62.0,20.0,413147,No,2023-12-11
5.0,25.0,26.0,40.0,60.0,1.0,625119,No,2023-12-09
2.0,12.0,37.0,56.0,65.0,21.0,439440,No,2023-12-06
18.0,19.0,27.0,28.0,45.0,9.0,401944,No,2023-12-04
28.0,35.0,41.0,47.0,60.0,3.0,630670,No,2023-12-02
6.0,47.0,50.0,61.0,68.0,4.0,406083,No,2023-11-29
2.0,21.0,38.0,61.0,66.0,12.0,353995,No,2023-11-27
27.0,33.0,63.0,66.0,68.0,9.0,508133,No,2023-11-25
20.0,24.0,33.0,39.0,42.0,21.0,420295,No,2023-11-22
19.0,26.0,30.0,39.0,63.0,13.0,351564,No,2023-11-20
34.0,50.0,51.0,61.0,67.0,20.0,481801,No,2023-11-18
3.0,4.0,51.0,53.0,60.0,6.0,347582,No,2023-11-15
24.0,33.0,35.0,37.0,42.0,21.0,296803,No,2023-11-13
1.0,12.0,14.0,24.0,57.0,7.0,560207,No,2023-11-11
14.0,21.0,33.0,39.0,62.0,20.0,321804,No,2023-11-08
12.0,25.0,40.0,59.0,61.0,26.0,272983,No,2023-11-06
1.0,28.0,30.0,34.0,52.0,6.0,461402,No,2023-11-04
22.0,26.0,39.0,47.0,63.0,12.0,322397,No,2023-11-01
19.0,22.0,34.0,66.0,69.0,5.0,287146,No,2023-10-30
14.0,24.0,50.0,59.0,64.0,2.0,420165,No,2023-10-28
25.0,27.0,41.0,53.0,68.0,2.0,293356,No,2023-10-25
18.0,21.0,25.0,46.0,64.0,21.0,241722,No,2023-10-23
6.0,15.0,24.0,67.0,68.0,11.0,427502,No,2023-10-21
1.0,4.0,13.0,35.0,58.0,24.0,273865,No,2023-10-18
2.0,27.0,31.0,44.0,64.0,18.0,244003,No,2023-10-16
14.0,16.0,42.0,48.0,64.0,14.0,443672,No,2023-10-14
22.0,24.0,40.0,52.0,64.0,10.0,4308901,Yes,2023-10-11
16.0,34.0,46.0,55.0,67.0,14.0,2981861,No,2023-10-09
47.0,54.0,57.0,60.0,65.0,19.0,3710587,No,2023-10-07
9.0,35.0,54.0,63.0,64.0,1.0,2640541,No,2023-10-04
12.0,26.0,27.0,43.0,47.0,5.0,2203102,No,2023-10-02
19.0,30.0,37.0,44.0,46.0,22.0,2081450,No,2023-09-30
1.0,7.0,46.0,47.0,63.0,7.0,1482772,No,2023-09-27
10.0,12.0,22.0,36.0,50.0,4.0,1016391,No,2023-09-25
1.0,12.0,20.0,33.0,66.0,21.0,1245188,No,2023-09-23
16.0,27.0,59.0,62.0,63.0,23.0,832845,No,2023-09-20
2.0,21.0,26.0,40.0,42.0,9.0,704638,No,2023-09-18
8.0,11.0,19.0,24.0,46.0,5.0,988099,No,2023-09-16
22.0,30.0,37.0,44.0,45.0,18.0,683497,No,2023-09-13
9.0,25.0,27.0,53.0,66.0,5.0,576519,No,2023-09-11
11.0,19.0,29.0,63.0,68.0,25.0,817705,No,2023-09-09
9.0,14.0,20.0,23.0,63.0,1.0,523561,No,2023-09-06
1.0,26.0,32.0,46.0,51.0,13.0,454312,No,2023-09-04
25.0,38.0,42.0,66.0,67.0,19.0,751078,No,2023-09-02
4.0,13.0,35.0,61.0,69.0,4.0,513270,No,2023-08-30
4.0,6.0,25.0,55.0,68.0,26.0,411430,No,2023-08-28
20.0,22.0,26.0,28.0,63.0,5.0,691741,No,2023-08-26
25.0,30.0,32.0,33.0,55.0,20.0,452872,No,2023-08-23
3.0,4.0,12.0,22.0,28.0,16.0,379568,No,2023-08-21
1.0,25.0,27.0,38.0,62.0,13.0,663931,No,2023-08-19
9.0,11.0,17.0,19.0,55.0,1.0,414673,No,2023-08-16
32.0,34.0,37.0,39.0,47.0,3.0,370183,No,2023-08-14
19.0,21.0,37.0,50.0,65.0,26.0,552360,No,2023-08-12
10.0,15.0,21.0,67.0,69.0,3.0,512740,No,2023-08-09
6.0,13.0,20.0,35.0,54.0,22.0,395158,No,2023-08-07
18.0,42.0,44.0,62.0,65.0,23.0,659313,No,2023-08-05
23.0,24.0,33.0,51.0,64.0,5.0,449174,No,2023-08-02
2.0,11.0,48.0,58.0,65.0,13.0,332983,No,2023-07-31
10.0,25.0,27.0,34.0,38.0,2.0,462186,No,2023-07-29
3.0,16.0,40.0,48.0,60.0,14.0,305821,No,2023-07-26
3.0,4.0,12.0,28.0,49.0,25.0,247153,No,2023-07-24
25.0,27.0,36.0,37.0,63.0,7.0,536463,No,2023-07-22
7.0,10.0,11.0,13.0,24.0,24.0,3881931,Yes,2023-07-19
5.0,8.0,9.0,17.0,41.0,21.0,2278173,No,2023-07-17
2.0,9.0,43.0,55.0,57.0,18.0,2472514,No,2023-07-15
23.0,35.0,45.0,66.0,67.0,20.0,1502452,No,2023-07-12
2.0,24.0,34.0,53.0,58.0,13.0,1250056,No,2023-07-10
7.0,23.0,24.0,32.0,43.0,18.0,1452006,No,2023-07-08
17.0,24.0,48.0,62.0,68.0,23.0,669187,No,2023-07-05
15.0,26.0,31.0,38.0,61.0,3.0,623176,No,2023-07-03
4.0,17.0,35.0,49.0,61.0,8.0,778124,No,2023-07-01
19.0,25.0,34.0,57.0,68.0,4.0,524020,No,2023-06-28
6.0,28.0,39.0,43.0,54.0,12.0,427956,No,2023-06-26
2.0,38.0,44.0,50.0,62.0,19.0,674716,No,2023-06-24
5.0,11.0,33.0,35.0,63.0,14.0,461057,No,2023-06-21
36.0,39.0,52.0,57.0,69.0,1.0,336351,No,2023-06-19
2.0,12.0,45.0,61.0,64.0,26.0,567862,No,2023-06-17
3.0,20.0,36.0,42.0,64.0,4.0,411521,No,2023-06-14
2.0,3.0,16.0,23.0,68.0,7.0,374775,No,2023-06-12
21.0,32.0,42.0,46.0,50.0,4.0,554945,No,2023-06-10
16.0,21.0,29.0,53.0,66.0,2.0,336291,No,2023-06-07
2.0,31.0,45.0,46.0,49.0,20.0,283030,No,2023-06-05
15.0,45.0,64.0,67.0,68.0,18.0,500688,No,2023-06-03
2.0,4.0,54.0,61.0,62.0,14.0,331401,No,2023-05-31
21.0,33.0,35.0,62.0,64.0,24.0,249234,No,2023-05-29
24.0,38.0,39.0,48.0,56.0,4.0,472788,No,2023-05-27
12.0,21.0,44.0,50.0,58.0,26.0,292957,No,2023-05-24
9.0,38.0,48.0,52.0,68.0,25.0,246166,No,2023-05-22
17.0,23.0,32.0,38.0,63.0,23.0,411177,No,2023-05-20
18.0,34.0,37.0,45.0,51.0,14.0,281505,No,2023-05-17
1.0,26.0,28.0,55.0,58.0,25.0,234899,No,2023-05-15
3.0,15.0,20.0,23.0,46.0,11.0,441254,No,2023-05-13
21.0,24.0,33.0,55.0,69.0,3.0,286020,No,2023-05-10
15.0,20.0,33.0,36.0,43.0,12.0,230191,No,2023-05-08
31.0,39.0,47.0,51.0,53.0,6.0,368487,No,2023-05-06
21.0,26.0,30.0,45.0,47.0,23.0,247004,No,2023-05-03
3.0,38.0,55.0,61.0,66.0,1.0,194202,No,2023-05-01
16.0,53.0,54.0,57.0,65.0,8.0,346569,No,2023-04-29
2.0,15.0,30.0,35.0,49.0,6.0,223541,No,2023-04-26
19.0,21.0,55.0,66.0,68.0,3.0,190991,No,2023-04-24
17.0,36.0,47.0,63.0,68.0,25.0,298216,No,2023-04-22
4.0,11.0,21.0,38.0,64.0,11.0,391232,Yes,2023-04-19
23.0,25.0,35.0,63.0,64.0,25.0,288285,No,2023-04-17
1.0,33.0,34.0,56.0,59.0,18.0,461588,No,2023-04-15
9.0,36.0,41.0,44.0,59.0,4.0,325800,No,2023-04-12
9.0,10.0,36.0,46.0,52.0,14.0,241630,No,2023-04-10
11.0,22.0,24.0,51.0,60.0,18.0,429881,No,2023-04-08
3.0,5.0,9.0,42.0,52.0,11.0,308800,No,2023-04-05
16.0,30.0,31.0,54.0,68.0,1.0,225701,No,2023-04-03
11.0,19.0,21.0,29.0,52.0,17.0,413808,No,2023-04-01
4.0,9.0,24.0,46.0,66.0,7.0,310891,No,2023-03-29
19.0,26.0,36.0,43.0,58.0,14.0,225014,No,2023-03-27
15.0,17.0,18.0,47.0,57.0,19.0,375641,No,2023-03-25
27.0,28.0,37.0,50.0,57.0,5.0,261508,No,2023-03-22
1.0,27.0,32.0,47.0,67.0,14.0,201156,No,2023-03-20
14.0,20.0,30.0,54.0,69.0,11.0,372975,No,2023-03-18
16.0,18.0,33.0,37.0,50.0,8.0,239768,No,2023-03-15
3.0,10.0,24.0,46.0,63.0,4.0,204230,No,2023-03-13
11.0,20.0,33.0,43.0,58.0,24.0,326694,No,2023-03-11
26.0,27.0,43.0,61.0,69.0,4.0,232315,No,2023-03-08
2.0,13.0,29.0,58.0,69.0,4.0,193071,No,2023-03-06
10.0,16.0,18.0,40.0,66.0,16.0,435104,Yes,2023-03-04
2.0,9.0,28.0,36.0,53.0,4.0,321693,No,2023-03-01
16.0,28.0,49.0,51.0,55.0,23.0,257824,No,2023-02-27
11.0,24.0,58.0,66.0,67.0,26.0,410892,No,2023-02-25
11.0,19.0,39.0,44.0,65.0,7.0,336185,No,2023-02-22
3.0,17.0,26.0,38.0,54.0,15.0,226107,No,2023-02-20
8.0,21.0,31.0,32.0,37.0,23.0,377867,No,2023-02-18
31.0,32.0,54.0,60.0,63.0,12.0,266660,No,2023-02-15
17.0,26.0,37.0,61.0,65.0,2.0,209750,No,2023-02-13
10.0,23.0,30.0,54.0,65.0,11.0,408861,No,2023-02-11
52.0,58.0,59.0,64.0,66.0,9.0,300297,No,2023-02-08
5.0,11.0,22.0,23.0,69.0,7.0,1391559,Yes,2023-02-06
2.0,8.0,15.0,19.0,58.0,10.0,1622284,No,2023-02-04
31.0,43.0,58.0,59.0,66.0,9.0,1010115,No,2023-02-01
1.0,4.0,12.0,36.0,49.0,5.0,770103,No,2023-01-30
2.0,18.0,23.0,27.0,47.0,15.0,1069879,No,2023-01-28
9.0,17.0,20.0,38.0,40.0,18.0,738271,No,2023-01-25
12.0,31.0,47.0,58.0,60.0,23.0,587608,No,2023-01-23
5.0,14.0,19.0,46.0,64.0,22.0,849002,No,2023-01-21
6.0,15.0,22.0,42.0,47.0,26.0,576570,No,2023-01-18
4.0,14.0,33.0,39.0,61.0,3.0,482512,No,2023-01-16
24.0,26.0,39.0,47.0,57.0,23.0,993709,No,2023-01-14
4.0,8.0,46.0,47.0,48.0,5.0,645839,No,2023-01-11
18.0,43.0,48.0,60.0,69.0,14.0,480557,No,2023-01-09
35.0,36.0,44.0,45.0,67.0,14.0,780189,No,2023-01-07
12.0,32.0,56.0,67.0,68.0,26.0,473406,No,2023-01-04
7.0,9.0,12.0,31.0,62.0,22.0,351486,No,2023-01-02
18.0,37.0,44.0,50.0,64.0,11.0,743399,No,2022-12-31
26.0,32.0,38.0,45.0,56.0,1.0,381967,No,2022-12-28
17.0,41.0,47.0,60.0,61.0,17.0,258469,No,2022-12-26
17.0,37.0,46.0,54.0,67.0,8.0,506507,No,2022-12-24
12.0,15.0,24.0,34.0,59.0,14.0,296787,No,2022-12-21
7.0,37.0,55.0,65.0,67.0,12.0,244943,No,2022-12-19
33.0,56.0,64.0,66.0,68.0,12.0,404356,No,2022-12-17
36.0,51.0,59.0,66.0,68.0,25.0,265219,No,2022-12-14
