D1,D2,D3,D4,D5,PowerBall,Winners,Jackpot,Date
12.0,15.0,19.0,46.0,59.0,12.0,489801,No,2011-06-22
12.0,21.0,22.0,38.0,41.0,18.0,522062,No,2011-06-18
19.0,20.0,38.0,41.0,43.0,29.0,417312,No,2011-06-15
16.0,18.0,27.0,36.0,50.0,8.0,486986,No,2011-06-11
14.0,37.0,44.0,45.0,53.0,29.0,440300,Yes,2011-06-08
17.0,19.0,39.0,41.0,58.0,21.0,539997,No,2011-06-04
8.0,18.0,38.0,46.0,56.0,31.0,1302126,Yes,2011-06-01
12.0,20.0,43.0,51.0,55.0,11.0,1133424,No,2011-05-28
4.0,23.0,31.0,42.0,50.0,23.0,946213,No,2011-05-25
2.0,8.0,40.0,49.0,50.0,36.0,813023,No,2011-05-21
7.0,12.0,13.0,42.0,49.0,16.0,666569,No,2011-05-18
8.0,17.0,18.0,40.0,44.0,16.0,637497,No,2011-05-14
9.0,17.0,32.0,43.0,45.0,31.0,532616,No,2011-05-11
2.0,11.0,27.0,47.0,55.0,15.0,560627,No,2011-05-07
3.0,15.0,27.0,29.0,41.0,24.0,482610,No,2011-05-04
6.0,13.0,15.0,32.0,41.0,3.0,501414,No,2011-04-30
4.0,24.0,40.0,44.0,55.0,5.0,460037,No,2011-04-27
3.0,11.0,47.0,48.0,58.0,19.0,666651,Yes,2011-04-23
9.0,24.0,34.0,36.0,43.0,27.0,565575,No,2011-04-20
21.0,33.0,44.0,45.0,55.0,7.0,602474,No,2011-04-16
4.0,23.0,39.0,49.0,50.0,39.0,477294,No,2011-04-13
5.0,14.0,32.0,53.0,56.0,11.0,579302,No,2011-04-09
10.0,18.0,41.0,55.0,56.0,15.0,1418072,Yes,2011-04-06
6.0,22.0,34.0,43.0,45.0,23.0,1228845,No,2011-04-02
19.0,20.0,42.0,56.0,58.0,37.0,888179,No,2011-03-30
4.0,10.0,11.0,19.0,33.0,27.0,992217,No,2011-03-26
5.0,15.0,26.0,28.0,32.0,9.0,774301,No,2011-03-23
3.0,11.0,20.0,27.0,46.0,8.0,647466,No,2011-03-19
28.0,39.0,40.0,48.0,53.0,9.0,523673,No,2011-03-16
1.0,4.0,12.0,41.0,47.0,3.0,559514,No,2011-03-12
12.0,20.0,28.0,40.0,48.0,8.0,471182,No,2011-03-09
2.0,23.0,31.0,42.0,48.0,21.0,513506,No,2011-03-05
7.0,31.0,50.0,51.0,58.0,6.0,451033,No,2011-03-02
4.0,13.0,17.0,21.0,45.0,10.0,1215252,Yes,2011-02-26
29.0,32.0,36.0,39.0,49.0,29.0,920088,No,2011-02-23
3.0,12.0,34.0,37.0,42.0,36.0,858218,No,2011-02-19
9.0,13.0,21.0,23.0,48.0,24.0,789358,No,2011-02-16
11.0,32.0,36.0,48.0,52.0,19.0,637404,No,2011-02-12
7.0,11.0,39.0,42.0,51.0,30.0,512898,No,2011-02-09
15.0,37.0,41.0,56.0,59.0,5.0,577668,No,2011-02-05
3.0,14.0,33.0,53.0,57.0,36.0,384431,No,2011-02-02
24.0,28.0,45.0,49.0,52.0,2.0,446816,No,2011-01-29
4.0,5.0,36.0,47.0,58.0,6.0,410921,No,2011-01-26
30.0,31.0,34.0,45.0,51.0,23.0,836047,Yes,2011-01-22
22.0,36.0,51.0,56.0,59.0,32.0,598944,No,2011-01-19
9.0,13.0,22.0,23.0,37.0,31.0,624912,No,2011-01-15
19.0,21.0,23.0,40.0,48.0,27.0,494217,No,2011-01-12
6.0,7.0,26.0,33.0,52.0,24.0,539939,No,2011-01-08
22.0,26.0,32.0,38.0,40.0,7.0,564137,No,2011-01-05
18.0,22.0,37.0,47.0,54.0,36.0,446487,No,2011-01-01
3.0,16.0,18.0,20.0,37.0,30.0,412280,No,2010-12-29
1.0,17.0,38.0,50.0,52.0,24.0,497170,Yes,2010-12-25
11.0,33.0,44.0,46.0,47.0,12.0,471396,No,2010-12-22
4.0,11.0,19.0,33.0,43.0,14.0,467403,No,2010-12-18
10.0,11.0,18.0,32.0,45.0,18.0,415228,No,2010-12-15
1.0,8.0,10.0,19.0,20.0,23.0,538540,Yes,2010-12-11
8.0,11.0,25.0,41.0,58.0,16.0,401785,No,2010-12-08
13.0,24.0,27.0,31.0,42.0,22.0,483471,No,2010-12-04
5.0,10.0,11.0,12.0,20.0,2.0,654427,Yes,2010-12-01
10.0,30.0,37.0,47.0,54.0,39.0,542939,No,2010-11-27
8.0,20.0,21.0,32.0,37.0,4.0,560839,No,2010-11-24
10.0,12.0,38.0,53.0,57.0,1.0,508767,No,2010-11-20
14.0,16.0,53.0,54.0,59.0,5.0,480818,No,2010-11-17
17.0,30.0,48.0,51.0,54.0,29.0,473532,No,2010-11-13
5.0,8.0,11.0,40.0,44.0,10.0,470923,No,2010-11-10
7.0,12.0,23.0,34.0,38.0,33.0,887141,Yes,2010-11-06
34.0,38.0,39.0,45.0,50.0,33.0,711729,No,2010-11-03
1.0,7.0,27.0,36.0,49.0,39.0,626033,No,2010-10-30
20.0,24.0,25.0,53.0,59.0,15.0,510580,No,2010-10-27
2.0,7.0,16.0,20.0,46.0,34.0,518429,No,2010-10-23
7.0,17.0,20.0,39.0,59.0,17.0,484922,No,2010-10-20
11.0,12.0,15.0,16.0,28.0,11.0,533147,No,2010-10-16
12.0,22.0,32.0,34.0,46.0,2.0,412035,No,2010-10-13
2.0,6.0,32.0,42.0,49.0,35.0,448208,No,2010-10-09
14.0,26.0,37.0,41.0,46.0,24.0,532688,Yes,2010-10-06
12.0,20.0,30.0,36.0,47.0,25.0,582056,No,2010-10-02
13.0,44.0,51.0,52.0,55.0,30.0,454492,No,2010-09-29
8.0,16.0,27.0,35.0,42.0,30.0,497670,No,2010-09-25
10.0,24.0,36.0,52.0,55.0,15.0,436003,No,2010-09-22
1.0,18.0,37.0,39.0,44.0,13.0,849288,Yes,2010-09-18
7.0,20.0,21.0,34.0,43.0,34.0,596164,No,2010-09-15
7.0,17.0,20.0,36.0,59.0,33.0,606139,No,2010-09-11
10.0,35.0,39.0,51.0,57.0,20.0,514581,No,2010-09-08
11.0,14.0,22.0,33.0,42.0,38.0,531726,No,2010-09-04
17.0,20.0,21.0,40.0,51.0,19.0,479271,No,2010-09-01
4.0,22.0,27.0,32.0,56.0,13.0,518950,No,2010-08-28
16.0,17.0,29.0,31.0,36.0,23.0,454917,No,2010-08-25
7.0,10.0,12.0,22.0,27.0,26.0,667260,Yes,2010-08-21
4.0,32.0,33.0,47.0,55.0,39.0,535079,No,2010-08-18
9.0,33.0,36.0,50.0,58.0,31.0,545670,No,2010-08-14
7.0,10.0,22.0,23.0,52.0,29.0,465486,No,2010-08-11
4.0,22.0,26.0,31.0,52.0,30.0,496710,No,2010-08-07
19.0,28.0,30.0,37.0,53.0,36.0,423143,No,2010-08-04
1.0,16.0,17.0,41.0,57.0,15.0,651906,Yes,2010-07-31
1.0,11.0,20.0,25.0,27.0,2.0,559986,No,2010-07-28
20.0,30.0,38.0,46.0,59.0,27.0,574825,No,2010-07-24
16.0,22.0,30.0,51.0,58.0,25.0,505403,No,2010-07-21
22.0,27.0,35.0,37.0,45.0,3.0,519084,No,2010-07-17
20.0,21.0,23.0,38.0,42.0,6.0,466831,No,2010-07-14
20.0,21.0,27.0,28.0,56.0,4.0,644472,Yes,2010-07-10
10.0,41.0,44.0,48.0,56.0,4.0,538183,No,2010-07-07
3.0,10.0,14.0,52.0,53.0,3.0,597201,No,2010-07-03
6.0,38.0,43.0,47.0,48.0,27.0,488261,No,2010-06-30
13.0,30.0,32.0,38.0,57.0,25.0,531715,No,2010-06-26
11.0,30.0,45.0,47.0,48.0,10.0,675504,Yes,2010-06-23
9.0,30.0,31.0,50.0,54.0,39.0,656763,No,2010-06-19
8.0,11.0,18.0,29.0,36.0,6.0,601601,No,2010-06-16
9.0,12.0,13.0,35.0,38.0,30.0,577229,No,2010-06-12
14.0,22.0,27.0,32.0,49.0,5.0,542701,No,2010-06-09
18.0,34.0,40.0,48.0,59.0,25.0,580201,No,2010-06-05
4.0,9.0,14.0,39.0,43.0,38.0,1357445,Yes,2010-06-02
1.0,3.0,24.0,28.0,41.0,10.0,1280099,No,2010-05-29
1.0,6.0,10.0,13.0,20.0,32.0,980678,No,2010-05-26
19.0,20.0,40.0,47.0,57.0,29.0,906652,No,2010-05-22
2.0,7.0,29.0,55.0,58.0,27.0,826626,No,2010-05-19
15.0,21.0,23.0,28.0,36.0,20.0,808589,No,2010-05-15
37.0,51.0,52.0,53.0,58.0,38.0,612051,No,2010-05-12
5.0,22.0,34.0,41.0,57.0,31.0,635500,No,2010-05-08
13.0,34.0,40.0,47.0,57.0,11.0,585229,No,2010-05-05
16.0,23.0,25.0,49.0,58.0,20.0,577192,No,2010-05-01
12.0,22.0,25.0,28.0,44.0,24.0,518698,No,2010-04-28
1.0,12.0,53.0,56.0,57.0,5.0,577079,No,2010-04-24
11.0,34.0,41.0,49.0,55.0,20.0,1658771,Yes,2010-04-21
5.0,21.0,22.0,41.0,49.0,15.0,1302789,No,2010-04-17
6.0,14.0,32.0,38.0,52.0,20.0,946369,No,2010-04-14
21.0,22.0,49.0,52.0,58.0,34.0,838378,No,2010-04-10
4.0,36.0,40.0,44.0,52.0,33.0,747929,No,2010-04-07
10.0,15.0,31.0,52.0,59.0,4.0,796103,No,2010-04-03
5.0,13.0,17.0,45.0,54.0,12.0,623803,No,2010-03-31
7.0,21.0,32.0,44.0,52.0,10.0,633716,No,2010-03-27
14.0,20.0,24.0,39.0,49.0,7.0,578556,No,2010-03-24
9.0,36.0,39.0,44.0,45.0,9.0,567108,No,2010-03-20
24.0,26.0,45.0,48.0,55.0,8.0,524069,No,2010-03-17
6.0,16.0,20.0,31.0,36.0,8.0,1417853,Yes,2010-03-13
17.0,21.0,37.0,41.0,50.0,1.0,960153,No,2010-03-10
10.0,29.0,33.0,41.0,59.0,15.0,865287,No,2010-03-06
7.0,9.0,14.0,45.0,49.0,23.0,822731,No,2010-03-03
18.0,47.0,51.0,53.0,58.0,30.0,644911,No,2010-02-27
4.0,17.0,35.0,50.0,57.0,12.0,581447,No,2010-02-24
13.0,27.0,37.0,41.0,54.0,32.0,554833,No,2010-02-20
7.0,8.0,19.0,26.0,36.0,15.0,504837,No,2010-02-17
10.0,14.0,30.0,40.0,51.0,1.0,508967,No,2010-02-13
5.0,8.0,29.0,37.0,38.0,34.0,438941,No,2010-02-10
14.0,22.0,52.0,54.0,59.0,4.0,919728,Yes,2010-02-06
17.0,22.0,36.0,37.0,52.0,24.0,871799,No,2010-02-03
6.0,26.0,35.0,47.0,48.0,21.0,523537,No,2010-01-30
6.0,15.0,20.0,26.0,31.0,9.0,460408,No,2010-01-27
15.0,16.0,20.0,42.0,53.0,17.0,481069,No,2010-01-23
15.0,32.0,43.0,44.0,46.0,19.0,397613,No,2010-01-20
7.0,8.0,23.0,41.0,55.0,23.0,435682,No,2010-01-16
8.0,11.0,15.0,32.0,50.0,27.0,362488,No,2010-01-13
20.0,41.0,44.0,50.0,54.0,22.0,369526,No,2010-01-09
20.0,27.0,29.0,56.0,58.0,31.0,322655,No,2010-01-06
3.0,7.0,23.0,27.0,42.0,37.0,378000,Yes,2010-01-02
5.0,14.0,38.0,39.0,52.0,6.0,365311,No,2009-12-30
32.0,36.0,37.0,41.0,53.0,30.0,586222,Yes,2009-12-26
8.0,32.0,49.0,51.0,52.0,23.0,645513,No,2009-12-23
17.0,24.0,39.0,41.0,47.0,21.0,528727,No,2009-12-19
13.0,23.0,25.0,35.0,43.0,15.0,425751,No,2009-12-16
12.0,13.0,14.0,35.0,41.0,29.0,421826,No,2009-12-12
1.0,5.0,12.0,13.0,58.0,21.0,396128,No,2009-12-09
27.0,39.0,41.0,44.0,58.0,17.0,420221,No,2009-12-05
14.0,34.0,37.0,46.0,55.0,37.0,337272,No,2009-12-02
26.0,27.0,28.0,46.0,50.0,21.0,362786,No,2009-11-28
4.0,13.0,18.0,49.0,59.0,5.0,382474,No,2009-11-25
7.0,26.0,36.0,49.0,58.0,4.0,405276,Yes,2009-11-21
32.0,42.0,50.0,58.0,59.0,31.0,340412,No,2009-11-18
19.0,30.0,32.0,48.0,57.0,14.0,404184,No,2009-11-14
8.0,12.0,14.0,22.0,29.0,22.0,512277,Yes,2009-11-11
7.0,32.0,37.0,46.0,50.0,26.0,493855,No,2009-11-07
10.0,11.0,14.0,45.0,51.0,17.0,455696,No,2009-11-04
2.0,19.0,26.0,41.0,54.0,23.0,456354,No,2009-10-31
3.0,11.0,26.0,46.0,51.0,23.0,391069,No,2009-10-28
14.0,22.0,38.0,49.0,59.0,16.0,386869,No,2009-10-24
6.0,16.0,34.0,45.0,51.0,4.0,355382,No,2009-10-21
5.0,16.0,25.0,30.0,49.0,39.0,402678,No,2009-10-17
5.0,15.0,25.0,30.0,40.0,6.0,390431,Yes,2009-10-14
13.0,32.0,45.0,49.0,50.0,30.0,395705,No,2009-10-10
2.0,20.0,21.0,38.0,50.0,22.0,383383,No,2009-10-07
12.0,24.0,48.0,50.0,57.0,22.0,937167,Yes,2009-10-03
41.0,42.0,52.0,54.0,57.0,30.0,755584,No,2009-09-30
18.0,20.0,34.0,36.0,39.0,19.0,751188,No,2009-09-26
7.0,8.0,20.0,25.0,29.0,11.0,703436,No,2009-09-23
5.0,24.0,25.0,30.0,49.0,23.0,657487,No,2009-09-19
17.0,37.0,40.0,51.0,56.0,25.0,524598,No,2009-09-16
13.0,28.0,38.0,41.0,56.0,25.0,518708,No,2009-09-12
4.0,16.0,18.0,51.0,53.0,23.0,458218,No,2009-09-09
9.0,16.0,27.0,35.0,57.0,29.0,455738,No,2009-09-05
18.0,23.0,36.0,47.0,59.0,36.0,377851,No,2009-09-02
1.0,20.0,37.0,52.0,53.0,33.0,412380,No,2009-08-29
1.0,21.0,23.0,30.0,43.0,11.0,402441,No,2009-08-26
3.0,6.0,20.0,32.0,51.0,23.0,451202,No,2009-08-22
14.0,24.0,31.0,43.0,51.0,27.0,1584262,Yes,2009-08-19
14.0,15.0,26.0,32.0,36.0,12.0,1226200,No,2009-08-15
10.0,25.0,32.0,34.0,47.0,5.0,939258,No,2009-08-12
4.0,33.0,37.0,45.0,50.0,11.0,832791,No,2009-08-08
25.0,34.0,41.0,46.0,49.0,29.0,646960,No,2009-08-05
5.0,37.0,39.0,46.0,53.0,8.0,664718,No,2009-08-01
2.0,5.0,38.0,43.0,59.0,8.0,567010,No,2009-07-29
5.0,17.0,33.0,46.0,52.0,9.0,524206,No,2009-07-25
4.0,6.0,16.0,22.0,32.0,11.0,464684,No,2009-07-22
4.0,21.0,26.0,28.0,47.0,37.0,430730,No,2009-07-18
26.0,50.0,51.0,52.0,57.0,37.0,360557,No,2009-07-15
1.0,4.0,20.0,39.0,42.0,2.0,399034,No,2009-07-11
19.0,42.0,50.0,53.0,56.0,39.0,358595,No,2009-07-08
4.0,9.0,22.0,41.0,44.0,14.0,384502,No,2009-07-04
9.0,32.0,38.0,52.0,53.0,15.0,327348,No,2009-07-01
18.0,22.0,26.0,39.0,48.0,17.0,405115,Yes,2009-06-27
16.0,18.0,24.0,51.0,53.0,16.0,335339,No,2009-06-24
3.0,11.0,18.0,22.0,28.0,33.0,512737,Yes,2009-06-20
5.0,9.0,37.0,42.0,53.0,27.0,441166,No,2009-06-17
13.0,16.0,20.0,35.0,41.0,6.0,466917,No,2009-06-13
15.0,26.0,27.0,42.0,58.0,37.0,375174,No,2009-06-10
10.0,18.0,23.0,30.0,45.0,2.0,417518,No,2009-06-06
16.0,20.0,22.0,32.0,37.0,9.0,393894,No,2009-06-03
1.0,23.0,42.0,51.0,59.0,20.0,397924,No,2009-05-30
5.0,6.0,12.0,16.0,21.0,7.0,1409602,Yes,2009-05-27
19.0,23.0,34.0,52.0,57.0,21.0,996829,No,2009-05-23
23.0,30.0,31.0,35.0,42.0,6.0,800773,No,2009-05-20
6.0,7.0,31.0,40.0,56.0,38.0,705787,No,2009-05-16
19.0,30.0,32.0,37.0,40.0,37.0,604074,No,2009-05-13
4.0,15.0,32.0,49.0,58.0,21.0,634133,No,2009-05-09
7.0,8.0,12.0,22.0,31.0,18.0,543254,No,2009-05-06
3.0,20.0,38.0,42.0,45.0,27.0,484687,No,2009-05-02
6.0,19.0,36.0,50.0,59.0,13.0,434356,No,2009-04-29
8.0,26.0,30.0,42.0,52.0,15.0,426269,No,2009-04-25
15.0,22.0,30.0,37.0,48.0,12.0,400656,No,2009-04-22
7.0,15.0,28.0,43.0,44.0,20.0,405708,No,2009-04-18
16.0,22.0,26.0,27.0,59.0,5.0,388762,No,2009-04-15
7.0,28.0,35.0,46.0,49.0,20.0,418308,No,2009-04-11
1.0,6.0,48.0,52.0,56.0,9.0,742403,Yes,2009-04-08
14.0,21.0,50.0,57.0,58.0,7.0,754362,No,2009-04-04
2.0,9.0,33.0,41.0,54.0,14.0,618158,No,2009-04-01
2.0,3.0,16.0,41.0,48.0,19.0,572261,No,2009-03-28
10.0,20.0,23.0,47.0,54.0,26.0,474480,No,2009-03-25
19.0,23.0,27.0,49.0,52.0,21.0,505179,No,2009-03-21
16.0,26.0,29.0,41.0,45.0,1.0,396231,No,2009-03-18
7.0,30.0,33.0,44.0,51.0,10.0,471795,No,2009-03-14
3.0,7.0,13.0,34.0,47.0,30.0,384410,No,2009-03-11
21.0,27.0,28.0,56.0,59.0,21.0,426087,No,2009-03-07
1.0,6.0,44.0,49.0,55.0,36.0,358599,No,2009-03-04
3.0,16.0,20.0,42.0,58.0,7.0,1013263,Yes,2009-02-28
17.0,32.0,42.0,49.0,56.0,11.0,798043,No,2009-02-25
13.0,31.0,41.0,45.0,46.0,21.0,720100,No,2009-02-21
2.0,15.0,39.0,44.0,56.0,15.0,594133,No,2009-02-18
2.0,8.0,9.0,33.0,45.0,5.0,638133,No,2009-02-14
5.0,10.0,22.0,45.0,49.0,37.0,453796,No,2009-02-11
5.0,18.0,20.0,28.0,53.0,27.0,505645,No,2009-02-07
7.0,24.0,30.0,32.0,44.0,18.0,450643,No,2009-02-04
1.0,14.0,26.0,33.0,41.0,37.0,428082,No,2009-01-31
5.0,10.0,18.0,23.0,32.0,4.0,393776,No,2009-01-28
6.0,20.0,25.0,37.0,42.0,25.0,446533,No,2009-01-24
20.0,26.0,38.0,46.0,54.0,23.0,387381,No,2009-01-21
2.0,5.0,9.0,23.0,59.0,26.0,911716,Yes,2009-01-17
8.0,25.0,34.0,39.0,46.0,34.0,738392,No,2009-01-14
8.0,10.0,18.0,43.0,56.0,9.0,767596,No,2009-01-10
23.0,31.0,33.0,38.0,52.0,24.0,694502,No,2009-01-07
17.0,22.0,24.0,38.0,55.0,24.0,446998,No,2009-01-03
7.0,8.0,11.0,17.0,53.0,36.0,453324,No,2008-12-31
12.0,15.0,26.0,31.0,43.0,10.0,382293,No,2008-12-27
2.0,17.0,22.0,32.0,41.0,8.0,447777,No,2008-12-24
3.0,14.0,19.0,32.0,54.0,24.0,370447,No,2008-12-20
7.0,11.0,18.0,24.0,30.0,26.0,336844,No,2008-12-17
14.0,26.0,28.0,31.0,40.0,13.0,367511,No,2008-12-13
6.0,15.0,24.0,37.0,41.0,37.0,278723,No,2008-12-10
9.0,35.0,39.0,43.0,53.0,10.0,322880,No,2008-12-06
16.0,17.0,21.0,25.0,55.0,3.0,299090,No,2008-12-03
5.0,33.0,36.0,39.0,55.0,21.0,285628,No,2008-11-29
11.0,26.0,31.0,34.0,52.0,14.0,287086,No,2008-11-26
17.0,19.0,26.0,32.0,45.0,14.0,385461,Yes,2008-11-22
8.0,13.0,38.0,39.0,45.0,31.0,319689,No,2008-11-19
3.0,7.0,8.0,12.0,44.0,37.0,346335,No,2008-11-15
1.0,18.0,25.0,29.0,45.0,2.0,295824,No,2008-11-12
